,pagerank
H2AFB1,0.0002230944648602287
SHC2,0.0002229107605489381
HIST4H4,0.0002228322638177533
IL15,0.00022280005086328176
SNRPE,0.0002227869601304375
PKP3,0.00022270836740546262
EPRS,0.00022269507134388395
ADAM17,0.0002224612443906582
PRKAR1B,0.00022204289126558557
TROAP,0.00022200875117921783
CSF1,0.00022178425929298367
STAT6,0.00022166928165317297
NPAS2,0.00022164733386416445
CD36,0.00022161493661164422
SLC1A2,0.00022141985858667007
LDHA,0.00022130868223653875
P4HB,0.0002212977248250604
SH3GL2,0.00022122978476559458
CACNA1H,0.00022121227876593144
GIMAP8,0.0002208795713653656
