reactome_id,pathway_name,luma_pathway_score
R-HSA-114516,Disinhibition of SNARE formation,0.0017492820144186
R-HSA-9920588,Dengue virus activates/modulates innate and adaptive immune responses,0.0017403949740701
R-HSA-1474290,Collagen formation,0.001730867590127
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,0.001730867590127
R-HSA-9754119,Drug-mediated inhibition of CDK4/CDK6 activity,0.0017201890367939
R-HSA-4791275,Signaling by WNT in cancer,0.0017147190188132
R-HSA-2028269,Signaling by Hippo,0.0017120553590537
R-HSA-5625900,RHO GTPases activate CIT,0.0017085346954775
R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,0.0017078020104756
R-HSA-9926550,"Regulation of MITF-M-dependent genes involved in extracellular matrix, focal adhesion and epithelial-to-mesenchymal transition",0.0017006860670875
R-HSA-8978934,Metabolism of cofactors,0.001689432991377
R-HSA-1362300,Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,0.0016832773503212
R-HSA-9839389,TGFBR3 regulates TGF-beta signaling,0.0016808006613428
R-HSA-111447,Activation of BAD and translocation to mitochondria ,0.0016768952264992
R-HSA-428540,Activation of RAC1,0.001664958998444
R-HSA-888590,"GABA synthesis, release, reuptake and degradation",0.0016608313640783
R-HSA-1306955,GRB7 events in ERBB2 signaling,0.0016523393960017
R-HSA-9662834,CD163 mediating an anti-inflammatory response,0.0016346522510227
R-HSA-434316,Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,0.001632076216927
R-HSA-400451,Free fatty acids regulate insulin secretion,0.001632076216927
R-HSA-8978868,Fatty acid metabolism,0.0016292348623735
R-HSA-9660826,Purinergic signaling in leishmaniasis infection,0.0016191073595348
R-HSA-9664424,Cell recruitment (pro-inflammatory response),0.0016191073595348
R-HSA-8866911,TFAP2 (AP-2) family regulates transcription of cell cycle factors,0.0016147229509139
R-HSA-447038,NrCAM interactions,0.0016102658537323
R-HSA-6805567,Keratinization,0.0016058226177282
R-HSA-6809371,Formation of the cornified envelope,0.0016058226177282
R-HSA-8964058,HDL remodeling,0.0015964086427156
R-HSA-68962,Activation of the pre-replicative complex,0.0015865263504791
R-HSA-5083632,Defective C1GALT1C1 causes TNPS,0.0015856384519280001
R-HSA-913709,O-linked glycosylation of mucins,0.0015856384519280001
R-HSA-5083636,Defective GALNT12 causes CRCS1,0.0015856384519280001
R-HSA-5083625,Defective GALNT3 causes HFTC,0.0015856384519280001
R-HSA-977068,Termination of O-glycan biosynthesis,0.0015856384519280001
R-HSA-9913351,Formation of the dystrophin-glycoprotein complex (DGC),0.0015805211547176
R-HSA-111465,Apoptotic cleavage of cellular proteins,0.0015783130892022
R-HSA-75153,Apoptotic execution phase,0.0015783130892022
R-HSA-446353,Cell-extracellular matrix interactions,0.0015767106703862002
R-HSA-5578768,Physiological factors,0.0015759985123198
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,0.0015609626325944
R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,0.0015573690118131
R-HSA-1221632,Meiotic synapsis,0.0015549827687594
R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,0.0015293075045189
R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7,0.0015153666009993
R-HSA-9014325,"TICAM1,TRAF6-dependent induction of TAK1 complex",0.0015153666009993
R-HSA-162599,Late Phase of HIV Life Cycle,0.0015153666009993
R-HSA-70268,Pyruvate metabolism,0.0015153666009993
R-HSA-162588,Budding and maturation of HIV virion,0.0015153666009993
R-HSA-8982491,Glycogen metabolism,0.0015153666009993
R-HSA-937042,IRAK2 mediated activation of TAK1 complex,0.0015153666009993
R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT),0.0015153666009993
R-HSA-5663084,Diseases of carbohydrate metabolism,0.0015153666009993
R-HSA-9645460,Alpha-protein kinase 1 signaling pathway,0.0015153666009993
R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,0.0015153666009993
R-HSA-9637687,Suppression of phagosomal maturation,0.0015153666009993
R-HSA-9636383,Prevention of phagosomal-lysosomal fusion,0.0015153666009993
R-HSA-9956593,Enterobacterial factors antagonize host defense ,0.0015153666009993
R-HSA-901032,ER Quality Control Compartment (ERQC),0.0015153666009993
R-HSA-1428517,Aerobic respiration and respiratory electron transport,0.0015153666009993
R-HSA-917937,Iron uptake and transport,0.0015153666009993
R-HSA-9683701,Translation of Structural Proteins,0.0015153666009993
R-HSA-975110,TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,0.0015153666009993
R-HSA-3785653,Myoclonic epilepsy of Lafora,0.0015153666009993
R-HSA-169911,Regulation of Apoptosis,0.0015153666009993
R-HSA-174495,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",0.0015153666009993
R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,0.0015153666009993
R-HSA-2672351,Stimuli-sensing channels,0.0015153666009993
R-HSA-9861718,Regulation of pyruvate metabolism,0.0015153666009993
R-HSA-5689877,Josephin domain DUBs,0.0015153666009993
R-HSA-174490,Membrane binding and targetting of GAG proteins,0.0015153666009993
R-HSA-180585,Vif-mediated degradation of APOBEC3G,0.0015153666009993
R-HSA-9694635,Translation of Structural Proteins,0.0015153666009993
R-HSA-175474,Assembly Of The HIV Virion,0.0015153666009993
R-HSA-9694493,Maturation of protein E,0.0015153666009993
R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,0.0015153666009993
R-HSA-9683683,Maturation of protein E,0.0015153666009993
R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,0.0015153666009993
R-HSA-4608870,Asymmetric localization of PCP proteins,0.0015153666009993
R-HSA-9828211,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation",0.0015153666009993
R-HSA-3322077,Glycogen synthesis,0.0015153666009993
R-HSA-3229121,Glycogen storage diseases,0.0015153666009993
R-HSA-9708530,Regulation of BACH1 activity,0.0015153666009993
R-HSA-4641265,Repression of WNT target genes,0.001499493509181
R-HSA-1502540,Signaling by Activin,0.0014939113166548
R-HSA-5693548,Sensing of DNA Double Strand Breaks,0.0014806708348437
R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,0.0014754515665021
R-HSA-392517,Rap1 signalling,0.0014746881460929
R-HSA-9824272,Somitogenesis,0.0014730849459035
R-HSA-187015,Activation of TRKA receptors,0.0014687086238704
R-HSA-1483249,Inositol phosphate metabolism,0.0014664845712076
R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,0.0014664845712076
R-HSA-5686938,Regulation of TLR by endogenous ligand,0.0014558844707575
R-HSA-196071,Metabolism of steroid hormones,0.0014554693012959
R-HSA-193048,Androgen biosynthesis,0.0014554693012959
R-HSA-2151209,Activation of PPARGC1A (PGC-1alpha) by phosphorylation,0.0014395400058735
R-HSA-8963888,Chylomicron assembly,0.0014374695265911
R-HSA-69183,Processive synthesis on the lagging strand,0.0014325814627929
R-HSA-69166,Removal of the Flap Intermediate,0.0014325814627929
R-HSA-211163,AKT-mediated inactivation of FOXO1A,0.0014182760040234998
R-HSA-5603041,IRAK4 deficiency (TLR2/4),0.0014133189794962998
R-HSA-5602498,MyD88 deficiency (TLR2/4),0.0014133189794962998
R-HSA-9758920,Formation of lateral plate mesoderm,0.0014063016750275
R-HSA-140534,Caspase activation via Death Receptors in the presence of ligand,0.0013964824507516
R-HSA-5357769,Caspase activation via extrinsic apoptotic signalling pathway,0.0013964824507516
R-HSA-9824585,Regulation of MITF-M-dependent genes involved in pigmentation,0.0013939333998347
R-HSA-399956,CRMPs in Sema3A signaling,0.0013925755765559
R-HSA-74749,Signal attenuation,0.0013925341412694
R-HSA-9609523,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,0.0013859658352635
R-HSA-70326,Glucose metabolism,0.0013851914092758
R-HSA-70171,Glycolysis,0.0013851914092758
R-HSA-8963896,HDL assembly,0.0013558954349475998
R-HSA-187706,Signalling to p38 via RIT and RIN,0.0013543991147222999
R-HSA-170984,ARMS-mediated activation,0.0013543991147222999
R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,0.0013514956809031
R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins,0.0013514956809031
R-HSA-69091,Polymerase switching,0.001351309426073
R-HSA-69109,Leading Strand Synthesis,0.001351309426073
R-HSA-174411,Polymerase switching on the C-strand of the telomere,0.001351309426073
R-HSA-9832991,Formation of the posterior neural plate,0.0013499427819548
R-HSA-171319,Telomere Extension By Telomerase,0.0013486703369582
R-HSA-4551638,SUMOylation of chromatin organization proteins,0.0013359788153438999
R-HSA-774815,Nucleosome assembly,0.0013354983583566
R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,0.0013354983583566
R-HSA-9761174,Formation of intermediate mesoderm,0.0013311073491052
R-HSA-8941333,RUNX2 regulates genes involved in differentiation of myeloid cells,0.0013233228093057
R-HSA-9663199,Defective DNA double strand break response due to BRCA1 loss of function,0.0013174231543124
R-HSA-9699150,Defective DNA double strand break response due to BARD1 loss of function,0.0013174231543124
R-HSA-1461973,Defensins,0.0013173181863898
R-HSA-9032845,Activated NTRK2 signals through CDK5,0.0013061442872603002
R-HSA-8941332,RUNX2 regulates genes involved in cell migration,0.0012918792072463998
R-HSA-5682910,LGI-ADAM interactions,0.0012906868108077
R-HSA-451306,Ionotropic activity of kainate receptors,0.0012768208743431
R-HSA-451308,Activation of Ca-permeable Kainate Receptor,0.0012768208743431
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",0.0012725654249652
R-HSA-3371453,Regulation of HSF1-mediated heat shock response,0.0012692842550042
R-HSA-192905,vRNP Assembly,0.0012565574273925
R-HSA-9706574,RHOBTB GTPase Cycle,0.0012565574273925
R-HSA-3371511,HSF1 activation,0.0012565574273925
R-HSA-9834752,Respiratory syncytial virus genome replication,0.0012565574273925
R-HSA-9013418,RHOBTB2 GTPase cycle,0.0012565574273925
R-HSA-5601884,PIWI-interacting RNA (piRNA) biogenesis,0.0012565574273925
R-HSA-9820962,Assembly and release of respiratory syncytial virus (RSV) virions,0.0012565574273925
R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",0.0012565574273925
R-HSA-5336415,Uptake and function of diphtheria toxin,0.0012565574273925
R-HSA-211000,Gene Silencing by RNA,0.0012565574273925
R-HSA-1912399,Pre-NOTCH Processing in the Endoplasmic Reticulum,0.0012561592719163
R-HSA-5083630,Defective LFNG causes SCDO3,0.0012561592719163
R-HSA-1912420,Pre-NOTCH Processing in Golgi,0.0012561592719163
R-HSA-9757110,Prednisone ADME,0.0012538900023681
R-HSA-193670,p75NTR negatively regulates cell cycle via SC1,0.0012393483090321
R-HSA-9018682,Biosynthesis of maresins,0.0012392337872521
R-HSA-9027307,Biosynthesis of maresin-like SPMs,0.0012392337872521
R-HSA-8948216,Collagen chain trimerization,0.0012237991497485
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,0.0012237991497485
R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,0.0012189577346823
R-HSA-3642278,Loss of Function of TGFBR2 in Cancer,0.0012161627153009
R-HSA-3645790,TGFBR2 Kinase Domain Mutants in Cancer,0.0012161627153009
R-HSA-3656535,TGFBR1 LBD Mutants in Cancer,0.0012161627153009
R-HSA-450604,KSRP (KHSRP) binds and destabilizes mRNA,0.0012104408618575
R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,0.0012092429919512999
R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,0.0012086586423052
R-HSA-111932,CaMK IV-mediated phosphorylation of CREB,0.0011999386165142
R-HSA-936837,Ion transport by P-type ATPases,0.0011999386165142
R-HSA-5654219,Phospholipase C-mediated cascade: FGFR1,0.0011985802479167
R-HSA-190242,FGFR1 ligand binding and activation,0.0011985802479167
R-HSA-190373,FGFR1c ligand binding and activation,0.0011985802479167
R-HSA-190370,FGFR1b ligand binding and activation,0.0011985802479167
R-HSA-1839122,Signaling by activated point mutants of FGFR1,0.0011985802479167
R-HSA-5357786,TNFR1-induced proapoptotic signaling,0.0011970587802882
R-HSA-9734091,Drug-mediated inhibition of MET activation,0.0011929575246478002
R-HSA-6806942,MET Receptor Activation,0.0011929575246478002
R-HSA-8875791,MET activates STAT3,0.0011929575246478002
R-HSA-8875555,MET activates RAP1 and RAC1,0.0011929575246478002
R-HSA-8875656,MET receptor recycling,0.0011929575246478002
R-HSA-8849473,PTK6 Expression,0.0011924232793437
R-HSA-2168880,Scavenging of heme from plasma,0.001183237712773
R-HSA-9673768,Signaling by membrane-tethered fusions of PDGFRA or PDGFRB,0.0011670070098555
R-HSA-190377,FGFR2b ligand binding and activation,0.0011606057279943999
R-HSA-2033519,Activated point mutants of FGFR2,0.0011606057279943999
R-HSA-1839126,FGFR2 mutant receptor activation,0.0011606057279943999
R-HSA-5654221,Phospholipase C-mediated cascade; FGFR2,0.0011606057279943999
R-HSA-190241,FGFR2 ligand binding and activation,0.0011606057279943999
R-HSA-8851708,Signaling by FGFR2 IIIa TM,0.0011606057279943999
R-HSA-190375,FGFR2c ligand binding and activation,0.0011606057279943999
R-HSA-170670,Adenylate cyclase inhibitory pathway,0.0011600424062040999
R-HSA-8935964,RUNX1 regulates expression of components of tight junctions,0.0011569821063362
R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,0.0011493130659109
R-HSA-5603029,IkBA variant leads to EDA-ID,0.0011493130659109
R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,0.0011493130659109
R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle,0.0011345899040562
R-HSA-212676,Dopamine Neurotransmitter Release Cycle,0.0011345899040562
R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,0.0011345899040562
R-HSA-181429,Serotonin Neurotransmitter Release Cycle,0.0011345899040562
R-HSA-168799,Neurotoxicity of clostridium toxins,0.0011345899040562
R-HSA-446343,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,0.0011281739802491
R-HSA-5362517,Signaling by Retinoic Acid,0.001125453549435
R-HSA-2485179,Activation of the phototransduction cascade,0.0011234549451241
R-HSA-176974,Unwinding of DNA,0.0011195384496555001
R-HSA-209952,Peptide hormone biosynthesis,0.0011168995775446
R-HSA-194002,Glucocorticoid biosynthesis,0.001113945803717
R-HSA-9020933,Interleukin-23 signaling,0.0011077135693759
R-HSA-425407,SLC-mediated transmembrane transport,0.0011076361278238
R-HSA-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,0.0011044015039641001
R-HSA-450520,HuR (ELAVL1) binds and stabilizes mRNA,0.0011040616636896
R-HSA-3311021,SMAD4 MH2 Domain Mutants in Cancer,0.0011019803356169
R-HSA-3315487,SMAD2/3 MH2 Domain Mutants in Cancer,0.0011019803356169
R-HSA-3304347,Loss of Function of SMAD4 in Cancer,0.0011019803356169
R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects,0.0011010017621542
R-HSA-8964038,LDL clearance,0.0011002128315206
R-HSA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",0.0010971949538169
R-HSA-209968,Thyroxine biosynthesis,0.0010931525215384002
R-HSA-209776,Metabolism of amine-derived hormones,0.0010931525215384002
R-HSA-9764790,Positive Regulation of CDH1 Gene Transcription,0.0010831018362811
R-HSA-201451,Signaling by BMP,0.0010767912934093
R-HSA-8939245,RUNX1 regulates transcription of genes involved in BCR signaling,0.0010742675922762
R-HSA-211999,CYP2E1 reactions,0.0010713671728028
R-HSA-114508,Effects of PIP2 hydrolysis,0.0010625243689261
R-HSA-399710,Activation of AMPA receptors,0.0010599293329982
R-HSA-187024,NGF-independant TRKA activation,0.0010545052817218
R-HSA-622312,Inflammasomes,0.0010365307053981
R-HSA-1839130,Signaling by activated point mutants of FGFR3,0.0010359900109055001
R-HSA-190372,FGFR3c ligand binding and activation,0.0010359900109055001
R-HSA-2033514,FGFR3 mutant receptor activation,0.0010359900109055001
R-HSA-5654227,Phospholipase C-mediated cascade; FGFR3,0.0010359900109055001
R-HSA-190239,FGFR3 ligand binding and activation,0.0010359900109055001
R-HSA-948021,Transport to the Golgi and subsequent modification,0.0010295560045599
R-HSA-9764562,Regulation of CDH1 mRNA translation by microRNAs,0.0010263673869243
R-HSA-3000471,Scavenging by Class B Receptors,0.0010242985966485
R-HSA-8939242,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,0.0010164852778012999
R-HSA-8866376,Reelin signalling pathway,0.0010090985110931
R-HSA-399955,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,0.0010090985110931
R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,0.0010071399671176
R-HSA-448706,Interleukin-1 processing,0.0010070218255867
R-HSA-933543,NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,0.0009995907343286
R-HSA-187042,TRKA activation by NGF,0.0009986407619534
R-HSA-198745,Signalling to STAT3,0.0009986407619534
R-HSA-167021,PLC-gamma1 signalling,0.0009986407619534
R-HSA-9630747,Diseases of Cellular Senescence,0.0009919903632741
R-HSA-9630750,Evasion of Oncogene Induced Senescence Due to p16INK4A Defects,0.0009919903632741
R-HSA-9632700,Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,0.0009919903632741
R-HSA-9630794,Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6,0.0009919903632741
R-HSA-9675132,Diseases of cellular response to stress,0.0009919903632741
R-HSA-9632693,Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects,0.0009919903632741
R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,0.0009896996277242
R-HSA-1462054,Alpha-defensins,0.000965896713648
R-HSA-9690406,Transcriptional regulation of testis differentiation,0.00095757287441
R-HSA-190322,FGFR4 ligand binding and activation,0.0009545750034957001
R-HSA-5654228,Phospholipase C-mediated cascade; FGFR4,0.0009545750034957001
R-HSA-5674404,PTEN Loss of Function in Cancer,0.0009537525978618
R-HSA-8943723,Regulation of PTEN mRNA translation,0.0009537525978618
R-HSA-8964026,Chylomicron clearance,0.0009536319799135001
R-HSA-9638630,Attachment of bacteria to epithelial cells,0.000946915043169
R-HSA-9931953,Biofilm formation,0.000946915043169
R-HSA-9925561,Developmental Lineage of Pancreatic Acinar Cells,0.0009421057431659
R-HSA-110362,POLB-Dependent Long Patch Base Excision Repair,0.0009326538144179
R-HSA-1236977,Endosomal/Vacuolar pathway,0.0009236728715815001
R-HSA-164940,Nef mediated downregulation of MHC class I complex cell surface expression,0.0009236728715815001
R-HSA-9026527,Activated NTRK2 signals through PLCG1,0.0009226672217975
R-HSA-9024909,BDNF activates NTRK2 (TRKB) signaling,0.0009226672217975
R-HSA-2562578,TRIF-mediated programmed cell death,0.0009190479459346
R-HSA-389397,Orexin and neuropeptides FF and QRFP bind to their respective receptors,0.0009184355314496
R-HSA-9748787,Azathioprine ADME,0.0009065969896149
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,0.0009059121347816999
R-HSA-983189,Kinesins,0.0009059121347816999
R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,0.0009059121347816999
R-HSA-8856688,Golgi-to-ER retrograde transport,0.0009059121347816999
R-HSA-190828,Gap junction trafficking,0.0008997416086883
R-HSA-196025,Formation of annular gap junctions,0.0008997416086883
R-HSA-190873,Gap junction degradation,0.0008997416086883
R-HSA-5635838,Activation of SMO,0.0008886116186033
R-HSA-2660825,Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,0.0008867448328356
R-HSA-2644607,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,0.0008867448328356
R-HSA-2644605,FBXW7 Mutants and NOTCH1 in Cancer,0.0008867448328356
R-HSA-2660826,Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant,0.0008867448328356
R-HSA-2142670,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),0.0008828183556963
R-HSA-2142753,Arachidonate metabolism,0.0008828183556963
R-HSA-2142816,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),0.0008828183556963
R-HSA-163358,PKA-mediated phosphorylation of key metabolic factors,0.00087205788827
R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",0.00087205788827
R-HSA-9918476,Assembly and Release of Dengue Virus Virions,0.0008583832343805
R-HSA-68884,Mitotic Telophase/Cytokinesis,0.0008563235854683001
R-HSA-1222556,ROS and RNS production in phagocytes,0.0008512402151005
R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated,0.0008487229894882
R-HSA-5339716,Signaling by GSK3beta mutants,0.0008487229894882
R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated,0.0008487229894882
R-HSA-196299,Beta-catenin phosphorylation cascade,0.0008487229894882
R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated,0.0008487229894882
R-HSA-5467337,APC truncation mutants have impaired AXIN binding,0.0008487229894882
R-HSA-5467340,AXIN missense mutants destabilize the destruction complex,0.0008487229894882
R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex,0.0008487229894882
R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated,0.0008487229894882
R-HSA-4839748,Signaling by AMER1 mutants,0.0008487229894882
R-HSA-4839744,Signaling by APC mutants,0.0008487229894882
R-HSA-4839743,Signaling by CTNNB1 phospho-site mutants,0.0008487229894882
R-HSA-4839735,Signaling by AXIN mutants,0.0008487229894882
R-HSA-176407,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,0.0008465539917705
R-HSA-9854907,Regulation of MITF-M dependent genes involved in metabolism,0.0008370024809593
R-HSA-9931530,Phosphorylation and nuclear translocation of the CRY:PER:kinase complex,0.0008340048844023
R-HSA-69416,Dimerization of procaspase-8,0.0008324805027068
R-HSA-5218900,CASP8 activity is inhibited,0.0008324805027068
R-HSA-9693928,Defective RIPK1-mediated regulated necrosis,0.0008324805027068
R-HSA-3371378,Regulation by c-FLIP,0.0008324805027068
R-HSA-5250941,Negative epigenetic regulation of rRNA expression,0.0008251449668835
R-HSA-427413,NoRC negatively regulates rRNA expression,0.0008251449668835
R-HSA-194306,Neurophilin interactions with VEGF and VEGFR,0.0008156027111702
R-HSA-3642279,TGFBR2 MSI Frameshift Mutants in Cancer,0.0008099968933862
R-HSA-5635851,GLI proteins bind promoters of Hh responsive genes to promote transcription,0.0008046581778087
R-HSA-9768759,Regulation of NPAS4 gene expression,0.0007977335703306
R-HSA-9768777,Regulation of NPAS4 gene transcription,0.0007977335703306
R-HSA-9824594,Regulation of MITF-M-dependent genes involved in apoptosis,0.0007905610955396001
R-HSA-3238698,WNT ligand biogenesis and trafficking,0.0007887500565814
R-HSA-5627117,RHO GTPases Activate ROCKs,0.00077689008818
R-HSA-5579031,Defective ACTH causes obesity and POMCD,0.0007753760799657
R-HSA-264876,Insulin processing,0.0007738803013153999
R-HSA-5362798,Release of Hh-Np from the secreting cell,0.0007730586791127
R-HSA-2160916,Hyaluronan degradation,0.000767859660741
R-HSA-2142845,Hyaluronan metabolism,0.000767859660741
R-HSA-9022707,MECP2 regulates transcription factors,0.0007671840989817
R-HSA-392154,Nitric oxide stimulates guanylate cyclase,0.0007630281731921
R-HSA-5674499,Negative feedback regulation of MAPK pathway,0.0007588635683509
R-HSA-5576893,Phase 2 - plateau phase,0.0007579113248766
R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,0.000757108228344
R-HSA-203641,NOSTRIN mediated eNOS trafficking,0.0007516290239595
R-HSA-5210891,Uptake and function of anthrax toxins,0.0007489701739909001
R-HSA-5250971,Toxicity of botulinum toxin type C (botC),0.0007475205341549
R-HSA-9031528,NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,0.0007464165066772
R-HSA-9031525,NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake ,0.0007464165066772
R-HSA-9632974,NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ,0.0007464165066772
R-HSA-200425,Carnitine shuttle,0.0007464165066772
R-HSA-9029558,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,0.0007464165066772
R-HSA-445095,Interaction between L1 and Ankyrins,0.0007397260832801001
R-HSA-1236973,Cross-presentation of particulate exogenous antigens (phagosomes),0.0007363527859022
R-HSA-3232142,SUMOylation of ubiquitinylation proteins,0.0007291903956164
R-HSA-9694682,SARS-CoV-2 Genome Replication and Transcription,0.0007282681909338
R-HSA-9661070,Defective translocation of RB1 mutants to the nucleus,0.0007282681909338
R-HSA-113501,Inhibition of replication initiation of damaged DNA by RB1/E2F1,0.0007282681909338
R-HSA-9679514,SARS-CoV-1 Genome Replication and Transcription,0.0007282681909338
R-HSA-9694686,Replication of the SARS-CoV-2 genome,0.0007282681909338
R-HSA-9682706,Replication of the SARS-CoV-1 genome,0.0007282681909338
R-HSA-111446,Activation of BIM and translocation to mitochondria ,0.0007245960969193
R-HSA-9007892,Interleukin-38 signaling,0.0007245960969193
R-HSA-139910,Activation of BMF and translocation to mitochondria,0.0007245960969193
R-HSA-9669929,Regorafenib-resistant KIT mutants,0.0007243027465154
R-HSA-9669914,Dasatinib-resistant KIT mutants,0.0007243027465154
R-HSA-9669936,Sorafenib-resistant KIT mutants,0.0007243027465154
R-HSA-9669935,Signaling by juxtamembrane domain KIT mutants,0.0007243027465154
R-HSA-9669917,Imatinib-resistant KIT mutants,0.0007243027465154
R-HSA-9680187,Signaling by extracellular domain mutants of KIT,0.0007243027465154
R-HSA-9669937,Drug resistance of KIT mutants,0.0007243027465154
R-HSA-9669921,KIT mutants bind TKIs,0.0007243027465154
R-HSA-9669934,Sunitinib-resistant KIT mutants,0.0007243027465154
R-HSA-9669924,Masitinib-resistant KIT mutants,0.0007243027465154
R-HSA-9669933,Signaling by kinase domain mutants of KIT,0.0007243027465154
R-HSA-9669926,Nilotinib-resistant KIT mutants,0.0007243027465154
R-HSA-375281,Hormone ligand-binding receptors,0.0007227536856204
R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,0.0007114754673749
R-HSA-381042,PERK regulates gene expression,0.0007114754673749
R-HSA-9022537,Loss of MECP2 binding ability to the NCoR/SMRT complex,0.000709406355557
R-HSA-9005895,Pervasive developmental disorders,0.000709406355557
R-HSA-9697154,Disorders of Nervous System Development,0.000709406355557
R-HSA-9005891,Loss of function of MECP2 in Rett syndrome,0.000709406355557
R-HSA-9675151,Disorders of Developmental Biology,0.000709406355557
R-HSA-381070,IRE1alpha activates chaperones,0.0007046396879164
R-HSA-381038,XBP1(S) activates chaperone genes,0.0007046396879164
R-HSA-189483,Heme degradation,0.0006994001660954
R-HSA-9793528,Ciprofloxacin ADME,0.0006994001660954
R-HSA-189451,Heme biosynthesis,0.0006994001660954
R-HSA-189445,Metabolism of porphyrins,0.0006994001660954
R-HSA-199977,ER to Golgi Anterograde Transport,0.000688032506981
R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,0.0006841061731745
R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,0.0006841061731745
R-HSA-549127,SLC-mediated transport of organic cations,0.0006812633992856
R-HSA-8939247,RUNX1 regulates transcription of genes involved in interleukin signaling,0.0006812633992856
R-HSA-193993,Mineralocorticoid biosynthesis,0.0006800932213301999
R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,0.0006498197972263
R-HSA-9007101,Rab regulation of trafficking,0.0006498197972263
R-HSA-5602636,IKBKB deficiency causes SCID,0.0006445447364388
