,pagerank
ITGA6,0.0002788011297194396
HOXB1,0.0002786406544806071
HIST1H2AH,0.00027848074931126685
DLG2,0.0002784127275223224
FANCF,0.00027837408325665126
LIF,0.0002783615531781429
AKAP3,0.00027811289188951353
MRE11A,0.00027754267778750806
TSHR,0.00027731571483412807
SPRR1B,0.00027725486926031146
PIK3CG,0.0002771368670747818
ITGA4,0.00027687347896246384
CANT1,0.0002767929552873582
CPA1,0.0002762585255127698
PAK7,0.0002760615458655796
SCTR,0.0002760181963437758
PTK6,0.0002760062992338496
EPHA3,0.0002759238814884423
TGFB3,0.0002758688100361691
MAP2K6,0.0002758090682002339
DICER1,0.0002757258699683352
ACTN1,0.000275685978867818
HIST3H2A,0.00027501598111534666
SH2D4B,0.00027491726332596255
RELN,0.0002749058146524552
CYP2A13,0.0002748558776382094
GRM1,0.00027475966356384495
PLCB1,0.0002741706553723028
LHFPL5,0.00027392000356314975
CXCL11,0.0002736060364748486
WNT5A,0.00027315825659740117
SERPINB3,0.00027261925612981624
RBM46,0.0002726006337731754
CST4,0.00027253071030253396
CCR2,0.00027190523396202756
PRDM16,0.0002718590671075378
CYLD,0.00027185868514065725
SOX9,0.00027167648234924257
HAPLN1,0.00027148520999412205
GJA1,0.0002708864138244897
BANF1,0.0002708736568771772
LUM,0.00027067315093455633
DNER,0.0002706655649559747
MSN,0.000270637813824866
CYP26A1,0.0002696661203711143
ZNRF3,0.0002695794471702132
NUSAP1,0.0002692796644492094
CENPF,0.00026907879227648266
LRP1,0.0002690664589781676
FGF17,0.00026889751523569085
MEF2C,0.0002688689384162023
HBG2,0.0002685270344897657
ACADS,0.0002684790856768848
LRRK2,0.0002684406252812237
MAF,0.00026840041407689074
LAMA3,0.0002683671108739223
FAM71D,0.00026834196343365
HES1,0.0002677397484594215
BAAT,0.00026771139004900884
FOXL2,0.0002673273980593661
B4GALT1,0.0002671102129376568
CD2,0.00026695854307802366
GDAP1,0.00026690149027198273
SCGB1A1,0.0002668646974670857
SLCO1A2,0.00026676200943462504
LHCGR,0.00026666416580900754
PTCH1,0.0002665049557711081
GABRA4,0.00026615282538523794
PSMC5,0.00026607078101554513
GSTP1,0.0002660458885824711
TP63,0.00026586355110426696
PLCB2,0.0002658096040569505
TLX3,0.000265738977843693
ESR2,0.00026573672512276487
EBF1,0.00026573560025290583
BGN,0.0002656994125784772
TNNT1,0.00026568483629865253
SEPT12,0.00026544473546303606
HSD17B4,0.00026544424090761264
FES,0.00026536444064207386
CCR1,0.0002649157878478033
PDCD1LG2,0.0002648853035186353
MN1,0.00026464042922288094
RFC2,0.0002646187160026973
IBSP,0.0002646137711444494
HJURP,0.00026460237475158855
GYS2,0.00026433427988476323
SRGAP3,0.0002639151998462396
TRDN,0.0002638043124994612
CXCL3,0.00026356021422521025
FOXM1,0.0002635314360513515
HIST1H2AE,0.00026341210088909756
CCL3,0.0002634069026044345
GNA15,0.00026327809994629525
TCEB1,0.00026307491362406895
RBBP5,0.0002630167594543963
CSF3R,0.00026276883530022295
EPHA7,0.0002625428758626518
RXRG,0.0002624445659794894
LRRC7,0.00026240390905296206
MTCP1,0.0002621695832334363
TCL1B,0.0002621695832334363
ABCG8,0.0002619429023306974
MMP3,0.0002619141452212405
MCM6,0.0002619023716071622
LCT,0.00026179427400820695
GRIP1,0.0002617684080570897
ATP1A1,0.00026163677638718256
KISS1R,0.00026152340704207745
PSMB8,0.00026141967217719686
LAMA1,0.00026121290442292
HBG1,0.000261158819775006
GAB2,0.0002610739323139952
HSD17B2,0.00026091462859144463
SNTG2,0.0002608508660284007
TBR1,0.0002606750981611854
COMT,0.00026057729326415814
NKX2-5,0.00026049780934287895
OCA2,0.0002604629062336715
HNF1A,0.00026037394157383685
ASF1B,0.000260328787659132
TJP3,0.00026025196883051573
NT5C2,0.0002602413776508464
MELK,0.0002600929907539403
CTNND2,0.0002600365270751724
NRXN1,0.00026003230328370646
INPP5D,0.000259990929905323
RHOC,0.000259924653092647
TMEM176A,0.00025984179653657804
SLC30A10,0.00025979991619096956
GNG7,0.0002593209122385432
TSKS,0.0002592276519424656
OOEP,0.0002590147654806842
ADAM10,0.0002589973994386942
PIK3C2G,0.00025894311684368965
CSN3,0.0002583287269410244
