gene,log2FC,pvalue,FDR
DARS2,1.3157881140084893,9.552505271911027e-69,4.725115583277077e-67
KLF15,-4.188137386294724,1.0744002171896487e-68,5.300083239431755e-67
PARP1,1.1613396214155767,1.0918302784167952e-68,5.371509880546195e-67
MEOX2,-3.524334037945075,1.15248113630685e-68,5.654612971480751e-67
RNASE7,-4.147472377198302,1.1957952607866182e-68,5.851360519381401e-67
CHST2,-1.8446869791215432,1.3232523268172044e-68,6.457684210470126e-67
FAM162B,-2.5379453175084468,1.796804683861106e-68,8.745250176557142e-67
CAV1,-3.5109433682751447,2.073891624396874e-68,1.0066946463705679e-66
TLCD1,2.3996467382829403,2.2316198300392584e-68,1.0803770150586335e-66
COL14A1,-3.1244157238152983,2.70414597321957e-68,1.305664964204664e-66
TNXB,-4.840520744173955,2.9357623552009164e-68,1.413748205072018e-66
BUB3,1.1487535779260138,2.99193357270293e-68,1.4369964861190351e-66
SYT8,-4.996816828380837,3.4179491302708653e-68,1.6372875794294885e-66
FAM189A2,-4.196422368535041,3.4671959457221174e-68,1.6521824031408298e-66
ISM1,-3.1922701160876734,3.4632006754429107e-68,1.6521824031408298e-66
SHE,-2.424635818244826,4.624455637923891e-68,2.1978842291678483e-66
CDKN1C,-2.6783131594906022,4.666881349221603e-68,2.212271906246897e-66
TAGLN,-2.2730177726760807,4.9214595574984785e-68,2.3268916448089557e-66
LRRTM2,-2.956607303127438,5.785082071667953e-68,2.728130801828284e-66
ANXA8L2,-4.800393082387595,6.4531626146467385e-68,3.035320906315622e-66
TMEM47,-2.4021074720609885,6.846404351435874e-68,3.2119870724017325e-66
LEPR,-3.3884836654249337,7.72193606132991e-68,3.6134293605241227e-66
ATAD2,2.310744403534608,7.844935236604461e-68,3.6615732336387436e-66
LARP6,-2.2018696699298275,7.922498114801707e-68,3.6883179842387585e-66
GNG7,-2.4536253053798838,8.375162764489388e-68,3.8891093827040904e-66
CLDN19,-5.5765279909902095,8.825738868243133e-68,4.087911567904065e-66
FXYD6,-1.929088473533743,8.976762460760462e-68,4.14730982419347e-66
RNF145,-1.7746787576886405,9.030766483212678e-68,4.161697273263807e-66
BTNL9,-4.234675478645065,1.019574550884832e-67,4.68669584589813e-66
DCHS2,-3.1479980421034393,1.0328030422434012e-67,4.73554503223089e-66
TRIP13,2.481546019232435,1.1375225424539246e-67,5.20259367846452e-66
COL25A1,-3.4158640041583634,1.2514009208928385e-67,5.709085454389057e-66
ALPL,-2.731266403881138,1.3421790288270866e-67,6.107921215434864e-66
MSRB3,-2.2934061465823454,1.3484975123691727e-67,6.121371625350636e-66
COL6A6,-4.709598198042105,1.3522736892616042e-67,6.123243275032084e-66
TTYH1,-4.767144091657281,1.4151505261079272e-67,6.39205583790139e-66
NECAB1,-2.999738356579745,1.4237635585332834e-67,6.415041598015188e-66
LIFR,-2.9969088755089697,1.506350577815736e-67,6.770394955056751e-66
PCDHGB7,-2.4736666291258773,1.7080293631348476e-67,7.657945442646215e-66
CLIP4,-2.7784783721736117,1.823822238096739e-67,8.137018676488955e-66
TTC23,-1.5213503118773293,1.8781093192465254e-67,8.358734459228485e-66
CDO1,-4.285313947847182,1.9159005735429483e-67,8.506131253707875e-66
BCL11A,-3.9490949363250443,2.2267776226241448e-67,9.862295149544358e-66
FABP7,-6.2580681538594805,2.267251979085725e-67,1.0017181498858606e-65
HPSE2,-4.575042354673828,2.3471308978045784e-67,1.034499363988783e-65
ALDH1A3,-3.2448571211989963,2.411544306021844e-67,1.0603222464375756e-65
FERMT1,-3.9242925236073813,2.635320811480011e-67,1.1559215597920637e-65
RUSC1,1.3576413107511023,2.6551386282786492e-67,1.1618146262152944e-65
LOC100190939,-1.8663661916312906,2.8608317554141957e-67,1.2488182360624607e-65
EDN3,-6.348794563804901,3.193428771293146e-67,1.3906694718624195e-65
PPARGC1A,-3.406074339426493,3.440036849037683e-67,1.4909283515007844e-65
ZNF454,-2.0636028848652868,3.433118818674376e-67,1.4909283515007844e-65
AURKA,3.287913523347484,3.462877417709616e-67,1.4972626516524498e-65
CD59,-1.4781580005197963,3.835912609223296e-67,1.6546236309405606e-65
LGI4,-2.917232760114353,4.100648099085255e-67,1.7646358711028107e-65
PPARA,-2.015531378324525,4.202527735877546e-67,1.804212556041957e-65
PROX1,-3.6738198865113043,4.393237541020397e-67,1.8816494813928068e-65
LCAT,-1.855017729359786,4.864631347132509e-67,2.0786592584942035e-65
POC1A,2.1880381140084895,5.013813475678155e-67,2.137387510486404e-65
PTPN21,-2.088346738282943,5.390222747440783e-67,2.292481884851976e-65
HYAL1,-2.3925747812527076,6.172649983506993e-67,2.619131646847967e-65
DSG1,-5.746460084033614,6.548634403157659e-67,2.7722044660622994e-65
ANKRD53,-3.3017707831586236,7.092486888969183e-67,2.9954649382808828e-65
CAPN11,-3.5824828943948726,7.263140662797727e-67,3.060438645483959e-65
GIMAP8,-2.1879989690721624,7.445587552104321e-67,3.1300699817772507e-65
JAM3,-1.6556566750411523,8.207107329774493e-67,3.4422574821171684e-65
ABCA9,-4.408042276704497,8.823482023768269e-67,3.6922722592793974e-65
EGR1,-3.850791726587543,9.045936310115819e-67,3.7766784094733543e-65
NCALD,-2.675682409252355,9.139199754152443e-67,3.806884510865833e-65
ZNF367,2.006568348782811,9.218888828703846e-67,3.8313112636734276e-65
SFRS13B,-2.481363046868232,9.281870255897676e-67,3.848698958271193e-65
PPAP2A,-1.982965654509222,1.0632369176720052e-66,4.398659457359889e-65
GRRP1,-2.89604093823096,1.1034479307980613e-66,4.554662740207961e-65
RBM9,-1.0755208567963326,1.2227310839765495e-66,5.035604959643695e-65
LOC285830,-2.0632447717231237,1.3478914348957148e-66,5.538525460362686e-65
PLK4,2.0249677726760806,1.6950550653967762e-66,6.949343998967909e-65
MEF2C,-1.607573000952959,1.773978230993505e-66,7.25656758174714e-65
RAD54B,2.0619622888330573,1.8259049904176954e-66,7.4522306144783205e-65
NCRNA00092,-3.562696105865026,1.9978989261285705e-66,8.135962897610373e-65
CACYBP,1.0377880966819735,2.1261656873364607e-66,8.63897187647e-65
CCDC46,-2.1597821536862165,2.1976857012043113e-66,8.909682142321176e-65
PRC1,2.7877467859308673,3.283447619388549e-66,1.3252460535638528e-64
ADAMTS3,-2.6123030321406935,3.3994941768582744e-66,1.3690485066670613e-64
SSPN,-2.1415735337433937,3.624105436268766e-66,1.4562823676909568e-64
CDC6,3.1481895737676533,3.97663005050468e-66,1.5944184319237158e-64
CYP39A1,-3.62515541020532,4.0430929401859423e-66,1.6175037536308727e-64
C2orf58,-2.006250831672875,4.6821585073196204e-66,1.869064283086383e-64
CNGA1,-3.5308832625833837,4.807972906102892e-66,1.910946941307344e-64
HOXA6,-3.1674996707961536,4.808073939014248e-66,1.910946941307344e-64
PAK7,-4.7722473143896735,4.909359038117372e-66,1.946951254266896e-64
EFCAB1,-4.114546409079095,5.313970326373206e-66,2.102830475021119e-64
NLGN1,-3.695408962141558,5.381000141225887e-66,2.124736346436764e-64
H2AFZ,1.501476986052154,5.630753605503325e-66,2.218541296125044e-64
NPR2,-2.152257350775363,5.888918089930461e-66,2.3152478615767643e-64
LOC134466,-2.6908990167200892,6.094729765819166e-66,2.390999265672549e-64
C3orf67,2.4926418825262058,6.943574885516966e-66,2.718148250345491e-64
TAL1,-2.407411071645152,7.152649127005983e-66,2.7939843789461352e-64
CREB5,-2.7392454257991847,7.830764184218707e-66,3.0523212086795105e-64
IGF1,-3.268209629212511,7.962298421213859e-66,3.0969597897725616e-64
SMYD1,-6.65271139651737,8.294127849604184e-66,3.2191473186853936e-64
ARHGEF4,-2.963896014900805,8.993475781703688e-66,3.483154035198983e-64
FAM72A,3.0790805899679468,9.578372516533004e-66,3.7018071107951225e-64
LPCAT2,-1.9095632287966744,1.0050394093153539e-65,3.8760026202897005e-64
FZD7,-2.3469877068353124,1.1320945480685658e-65,4.356768934142094e-64
GINS1,2.5916454734471106,1.3237509336569805e-65,5.083594566531227e-64
MFGE8,-2.3512748765485547,1.674153611525371e-65,6.402230712310154e-64
FGF1,-2.764087849779087,2.0421763353808263e-65,7.793236023676558e-64
ADAMTS9,-2.1889760980680935,2.156793224334633e-65,8.213411519364712e-64
DLK2,-4.05072446071212,2.3476453778114643e-65,8.921542549541145e-64
C22orf23,-1.8922478904964013,2.4492395322434892e-65,9.288230667797549e-64
LOC441869,-2.3863849779086896,2.4600323605276527e-65,9.30976487706546e-64
CRTAC1,-4.093853131768173,2.62871726823754e-65,9.927498015296254e-64
N4BP2L1,-1.8407908212769666,3.0996734048921736e-65,1.1681854035041871e-63
PCNA,1.4830401022264592,3.1416334728974414e-65,1.1815527708089282e-63
NBLA00301,-2.5340352984492776,3.3793367882312066e-65,1.2683312898179928e-63
USHBP1,-2.5771940743307624,3.453832482686638e-65,1.2936237177437216e-63
PLEKHG1,-1.7210397686909813,3.8515299807506925e-65,1.4396180747352125e-63
WHSC1,1.0875348046435018,3.965325618663235e-65,1.4791152097648946e-63
GABRE,-4.219985129515724,4.030677423893502e-65,1.5004176103708263e-63
STOX2,-2.75751701464091,4.236791223712306e-65,1.5739247070456147e-63
BMP2,-3.1950664082127695,4.3178319306593795e-65,1.6007636381627838e-63
IL17RD,-2.5044386164775183,4.358814077223481e-65,1.6126726147906304e-63
MOBKL2C,-1.1158702980161177,4.473836018937477e-65,1.651870934132229e-63
RBMS1,-1.5405646019232382,5.09795212357827e-65,1.878502479868325e-63
ZC3H12B,-1.8957452525340033,5.758796435407141e-65,2.1177246770447713e-63
IFNGR1,-1.2365299662132916,6.1792701723585845e-65,2.2677672368436153e-63
NCOA7,-2.031130936498311,6.913785988042766e-65,2.532226284513933e-63
EIF3L,-1.2496498570562249,7.068113953851048e-65,2.583551773131538e-63
PARK2,-2.4347079182188347,7.118428850069931e-65,2.59672866448543e-63
PPP1R12B,-2.2728766741748263,7.158937605392646e-65,2.6062828246192466e-63
ABCA6,-3.3130491076843107,7.626062299493244e-65,2.770802635482545e-63
NMT2,-2.23981628692714,8.513080886235124e-65,3.0869245293254577e-63
CUBN,-2.298848587888763,1.1097332417348908e-64,4.015998846779367e-63
HRCT1,-3.651234479771289,1.1948116037821874e-64,4.3153086554855476e-63
P2RY12,-3.357038430217448,1.2476320009450958e-64,4.497157487763085e-63
FAM54A,2.8634941609633526,1.262029752219917e-64,4.540064739063073e-63
MSRA,-1.731254864419994,1.4819244567059714e-64,5.320605697321262e-63
RNF150,-3.41317229922897,1.5329287982210093e-64,5.492894274412802e-63
HS3ST4,-5.3811836740881915,1.5434800977728073e-64,5.519836585414226e-63
PALM2-AKAP2,-2.2764294507493723,1.6697199824614365e-64,5.959590753087359e-63
GSN,-2.7156249415229983,1.778414087619817e-64,6.322748366590532e-63
SMOC1,-3.9015325002165793,1.776581552283746e-64,6.322748366590532e-63
SLC22A3,-3.699380182794768,1.9772393941222315e-64,7.015923721482843e-63
YPEL4,-2.430751069912502,2.1324908148291055e-64,7.552087607458017e-63
INTS7,1.228414359351989,2.1431712382942943e-64,7.575173990421561e-63
NRIP2,-1.7636146842242049,2.2104132846028272e-64,7.797704073570787e-63
C8orf38,1.6806101273499099,2.4074883078884044e-64,8.476500902996639e-63
ICAM2,-1.912606631724854,2.5320258799366287e-64,8.897773569978079e-63
ZWINT,2.7972258338386897,2.761605853618386e-64,9.685840337844987e-63
LOC158376,-2.721865754136707,2.8862150767818518e-64,1.010341789281924e-62
FEN1,1.6106573421121038,3.0142623413851085e-64,1.053140449140751e-62
AK5,-4.6804224075197105,3.2054501867356014e-64,1.117793290213566e-62
C10orf10,-2.9756473966906345,3.3067275933110114e-64,1.1509055904596623e-62
KIAA1614,-1.9907270726847432,3.327928182202494e-64,1.1560739828364885e-62
TCF7L2,-1.9404286104132407,3.5087886180731857e-64,1.2165805564721182e-62
BNC1,-3.6515567530104835,3.9626022691933865e-64,1.3713165229301751e-62
SH3RF2,-3.4160828380836854,4.2400769410779474e-64,1.4617825863341264e-62
SCN2A,-4.241338988997662,4.2578382764354744e-64,1.4651310046494317e-62
CARD6,-1.7622718400762363,4.3002795209146015e-64,1.4769431720605377e-62
ACTA2,-2.355784224205145,4.4053181863693925e-64,1.5101696223442947e-62
LPHN3,-3.667692926448931,4.434652682333983e-64,1.5173680973031107e-62
RIMS3,-2.4980964437321314,4.9979018185964186e-64,1.7068819287788106e-62
KANK3,-2.2321556137919094,6.355134279666217e-64,2.166339125332662e-62
ENDOU,-2.1376302174478035,6.93826158577048e-64,2.360694871883739e-62
FNDC4,-2.4201197738889375,7.20275393336875e-64,2.4461143628565553e-62
SAA4,-4.162686992116434,7.354071870068364e-64,2.4928523324181458e-62
CLCN6,-1.1498101879927258,7.460054088007248e-64,2.5199940256930593e-62
NDN,-2.2242038768084518,7.461829258081409e-64,2.5199940256930593e-62
THSD7B,-3.158928142597246,9.338188533867744e-64,3.147834182999899e-62
BAI3,-2.6203818158191114,1.0082263356371357e-63,3.3923741197047657e-62
GPRASP2,-1.7039504374945853,1.0141218322844061e-63,3.405915076212739e-62
NCAPG2,1.2987059559906413,1.0511941223322354e-63,3.5239201857852082e-62
SEPT4,-1.4703399809408264,1.1231777552335513e-63,3.7583096835507968e-62
KNTC1,1.4404990600363856,1.1275279699566086e-63,3.7659434196550728e-62
WDHD1,1.4946023347483326,1.1659238944315385e-63,3.8870535989628746e-62
LTBP4,-2.3956631464957105,1.3042287083333603e-63,4.340196559011364e-62
MAP7D3,-2.430191873862947,1.385761510801722e-63,4.60310525202988e-62
IL17B,-4.321379134540415,1.5476459056099422e-63,5.122145167239596e-62
ANKRD29,-2.967987563891538,1.5618347076125146e-63,5.1597236266189845e-62
HAS3,-3.9026477822056655,1.732045483318894e-63,5.711671002328592e-62
ITGA9,-2.183828177250284,2.0367316991117334e-63,6.7042725350688755e-62
ROPN1,-5.45031690201854,2.0603240096657372e-63,6.769689160278955e-62
CLCA4,-5.089443606514769,2.1230897963566967e-63,6.9633519933479195e-62
LRRC3B,-3.8726899246296456,2.2878608767978938e-63,7.490275456897853e-62
MMRN2,-2.1349235727280593,3.024325761440585e-63,9.883626900449367e-62
SAV1,-1.2642264272719377,3.2007989288333745e-63,1.0441602670529376e-61
SLC25A27,-3.1968364333362214,3.271362740180726e-63,1.0652704107246826e-61
BMP6,-2.7967830633284247,3.3107218330704826e-63,1.076161955846107e-61
IGF2BP2,-2.883604448583557,4.0830477411964864e-63,1.3248434586987459e-61
GDF10,-4.706694693753791,4.612742367928794e-63,1.4940524790641964e-61
FAM72B,2.646526401282162,4.6581568882118384e-63,1.5060822350998239e-61
LRRN4CL,-3.9632923979901244,4.913241203519719e-63,1.5857398870154157e-61
CKMT2,-3.667097569955817,4.938227127312963e-63,1.5909831574951834e-61
FOLR1,-5.154082205665771,4.972558545077661e-63,1.5992134840291283e-61
CA4,-6.249239435155504,5.254254376672841e-63,1.686828790451071e-61
FCER1A,-3.0657918175517644,5.499323649858092e-63,1.7623976830698388e-61
SH3BGRL2,-2.264819228103609,5.769803722585796e-63,1.8458301785980533e-61
ARHGAP11A,2.5070293987698182,6.527475461488903e-63,2.084555014482149e-61
DTL,3.452823789309538,6.545162995400953e-63,2.0865429422991867e-61
MAD2L1,2.316414679892576,8.032433354174414e-63,2.5561955305251197e-61
SOX7,-2.347024040544053,9.330488939290868e-63,2.9640993047454044e-61
RGS2,-3.1766597288399883,1.0157934505572966e-62,3.2213394042673294e-61
WDR67,1.5789248462271512,1.198794882540106e-62,3.795071869022182e-61
PRCD,-2.0418307285800923,1.2474699068688942e-62,3.9423081101969586e-61
TPM3,1.2313146192497637,1.3102947821404552e-62,4.133673469549863e-61
TBC1D4,-1.6772310101360137,1.3896748665069627e-62,4.376514116786547e-61
ADH1B,-7.345668604348951,1.3996194445083063e-62,4.4002198183738685e-61
ELAC1,-1.3814521571515206,1.494958769224496e-62,4.6918507717575005e-61
ARHGAP23,-1.6095605301914588,1.5371292777817823e-62,4.815897460148327e-61
KLK10,-4.810044888677121,1.5516167658520589e-62,4.852934705980245e-61
RDM1,3.0441043316295593,1.7158119302386436e-62,5.357276941017844e-61
MASP1,-4.669647223425453,1.8373761731752668e-62,5.7270134384091404e-61
OGN,-4.2888573637702505,2.0127079590841854e-62,6.262790252856312e-61
RSPO3,-3.197509889110285,2.0882924123707565e-62,6.486891942386498e-61
CXCL3,-3.3795614571601833,2.1310583853253864e-62,6.60845924839489e-61
PTGFR,-3.8251359178723026,2.2037680948224053e-62,6.822311331641538e-61
PLEKHM3,-1.8086719830200106,2.391665855110682e-62,7.391425052730008e-61
KCNA6,-2.958697695573074,2.4897970232900198e-62,7.68165681609292e-61
PLP1,-4.14500098327991,2.6100368963283547e-62,8.039001966813035e-61
KRT15,-5.192000762366804,3.0070270590475635e-62,9.246100262811284e-61
RPS6KA3,-1.7070921294290873,3.2723594730316395e-62,1.0044984736525285e-60
CA3,-5.134270427965001,3.494563874767232e-62,1.0709014513870021e-60
H2AFY,1.17735403274712,3.665629763062193e-62,1.1214362786053966e-60
FAT4,-2.4769445204886065,3.861612240643821e-62,1.1794115371885819e-60
EPB41L2,-1.975006077276273,4.087854959983868e-62,1.2464191597418149e-60
GEM,-2.053575560946028,4.241262545682942e-62,1.291031808011147e-60
NEDD9,-2.1785550810014715,4.359156510201234e-62,1.3247032713721714e-60
C12orf48,1.8292174911201577,4.4894645425605635e-62,1.3620287178038323e-60
WDR76,1.540425192757512,4.555965261106577e-62,1.3799040873198506e-60
PKD2,-1.654289079961881,5.147407534389228e-62,1.5564494908386564e-60
EBF3,-3.0201403014814208,5.590087687276589e-62,1.6875019265588018e-60
KIF11,2.730000368188513,6.153380225932951e-62,1.8544698717327402e-60
KIAA1524,2.011084536082474,6.3272143488916386e-62,1.9037071536012315e-60
PHKG1,-2.930293190678332,7.593226940646548e-62,2.280850000009721e-60
HSPB6,-4.887428146928875,8.091100827436435e-62,2.4263971723529725e-60
FAM72D,2.8084715845100927,9.387261846018824e-62,2.8104659109059316e-60
CRIM1,-2.156066061682404,9.453306069027736e-62,2.8255916317653835e-60
PI16,-5.9827910551849595,9.895776272401592e-62,2.952996975188954e-60
PIK3R1,-1.9536907476392624,1.1021590276521612e-61,3.2835680491574946e-60
BHLHE41,-2.229209910768434,1.1488284881341455e-61,3.4170138839061844e-60
WASF2,-1.0256121458892835,1.2144660584635998e-61,3.6063500264621385e-60
KY,-4.620988269947153,1.3236121143221376e-61,3.924057217753399e-60
SHROOM4,-1.7109941263103172,1.3658679502005044e-61,4.042747040243867e-60
FLJ10357,-1.5070019319067836,1.5242009350151356e-61,4.50406325001307e-60
C20orf194,-1.422012410118688,1.5966172599921398e-61,4.710409073523002e-60
NRN1,-2.8258810361257893,1.640105968250624e-61,4.8308817055123146e-60
LCN10,-3.0511164861821016,1.6857744055207622e-61,4.957375040984561e-60
SGOL2,1.5337195009962743,1.7147421841875687e-61,5.034427738510696e-60
SV2B,-2.9028009746166505,2.450205122395858e-61,7.170592257712508e-60
RPS6KA2,-1.549589196915882,2.64619135190198e-61,7.731720895452928e-60
FAM196B,-4.950211604435589,2.8897167903174267e-61,8.429729925344251e-60
PDK4,-3.9093263276444574,2.9128812981363248e-61,8.470156273159029e-60
ROPN1B,-4.987585554015421,2.9090126375727498e-61,8.470156273159029e-60
GRASP,-2.142529550376852,2.9257414334628306e-61,8.4939826656019e-60
KCNH8,-3.9264959802477697,2.945256920685834e-61,8.53702416038921e-60
SLC16A12,-3.483818799272287,3.740734418877333e-61,1.082553078327887e-59
FAM70A,-2.780803612579052,3.763216320272486e-61,1.0873305821892075e-59
CD302,-1.843181911114959,4.5040585977627486e-61,1.2993245428696562e-59
IFFO2,-2.271076132721131,4.607026748518848e-61,1.326789502837503e-59
PM20D2,-2.726898193710472,4.6138425275841306e-61,1.326789502837503e-59
SGOL1,3.6544923026942735,4.7917784991185924e-61,1.3757846059851063e-59
DLL1,-1.7839531231049133,4.8066736050692916e-61,1.3778878682374223e-59
